batch,page_url,page_id,page_slug,page_title,tier,media_id,image_file,image_src,rendered_alt,alt_state,classification,fix_surface,media_library_alt,media_library_title,proposed_alt,needs_ncr,confidence,notes
batch-0,https://kriskrug.co/2024/05/15/exploring-the-power-of-custom-gpts-my-ai-creations/,5590,exploring-the-power-of-custom-gpts-my-ai-creations,Exploring the Power of Custom GPTs: My AI Creations,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/05/19/love-in-the-time-of-ai-my-affair-with-sexy-companion-chatbots/,5626,love-in-the-time-of-ai-my-affair-with-sexy-companion-chatbots,Love in the Time of AI: My Affair with Sexy Companion Chatbots,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/05/25/ai-in-filmmaking-at-the-yorkton-film-festival/,5680,ai-in-filmmaking-at-the-yorkton-film-festival,AI in Filmmaking at the Yorkton Film Festival,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/05/25/lisa-jacksons-wilfred-buck-documentary-premier-at-the-yorkton-film-festival/,5661,lisa-jacksons-wilfred-buck-documentary-premier-at-the-yorkton-film-festival,Lisa Jackson’s “Wilfred Buck” documentary premier at the Yorkton Film Festival,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/05/26/jennifer-podemski-storytelling-masterclass-yorkton-film-festival/,5698,jennifer-podemski-storytelling-masterclass-yorkton-film-festival,Jennifer Podemski Storytelling Masterclass – Yorkton Film Festival,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/05/27/unpacking-ai-ethics-at-american-marketing-associationvisionconf2024/,5723,unpacking-ai-ethics-at-american-marketing-associationvisionconf2024,Unpacking AI Ethics at American Marketing Association#VisionConf2024,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/02/june-vancouver-ai-community-meetup-recap-a-confluence-of-minds-and-machines/,5768,june-vancouver-ai-community-meetup-recap-a-confluence-of-minds-and-machines,Vancouver AI Community Meetup Recap: June 2024 at Future Proof Creatives Studio,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/04/future-hackers-vancouvers-startup-ecosystem/,5847,future-hackers-vancouvers-startup-ecosystem,Future Hackers: Vancouver’s Startup Ecosystem,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/06/the-emergence-of-fabric-augmenting-human-potential-through-open-source-ai/,5823,the-emergence-of-fabric-augmenting-human-potential-through-open-source-ai,You’re Doing it Wrong! How you *should* be using AIs,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/15/hacking-ai-for-the-peoples-revolution/,5915,hacking-ai-for-the-peoples-revolution,Hacking AI for the People’s (r)evolution,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/16/building-community-elevating-the-ecosystem-panel-at-vancouver-startup-week/,5975,building-community-elevating-the-ecosystem-panel-at-vancouver-startup-week,Building Community: Elevating the Ecosystem Panel at Vancouver Startup Week,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/18/augie-studio-review-ai-driven-video-production-analysis/,6019,augie-studio-review-ai-driven-video-production-analysis,Augie Studio Review: AI-Driven Video Production Analysis,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/18/the-cyborg-art-of-autolume-when-ai-meets-the-human-lens/,5833,the-cyborg-art-of-autolume-when-ai-meets-the-human-lens,The Cyborg Art of Autolume: When AI Meets the Human Lens,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/19/blog-rise-of-the-vancouver-technopunks-hosting-the-web-summit-on-our-terms/,6038,blog-rise-of-the-vancouver-technopunks-hosting-the-web-summit-on-our-terms,Rise of the Vancouver Technopunks: Hosting the Web Summit on Our Terms,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/26/blog-ai-the-revolution-of-governance-and-cybersecurity-a-night-with-anthony-green/,6108,blog-ai-the-revolution-of-governance-and-cybersecurity-a-night-with-anthony-green,: The Revolution of Governance and Cybersecurity – A Night with Anthony Green,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/06/29/ai-is-not-your-friend-why-we-need-to-rethink-our-relationship-with-artificial-intelligence/,6144,ai-is-not-your-friend-why-we-need-to-rethink-our-relationship-with-artificial-intelligence,AI is Not Your Friend: Why We Need to Rethink Our Relationship with Artificial Intelligence,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/01/a-love-letter-to-vancouver-minimal-viable-demos/,6169,a-love-letter-to-vancouver-minimal-viable-demos,A Love Letter to Vancouver: Minimal Viable Demos,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/03/new-segment-on-cbc-radio-early-edition-ai-sandbox-with-kris-krug/,6221,new-segment-on-cbc-radio-early-edition-ai-sandbox-with-kris-krug,New Segment on CBC Radio Early Edition: AI Sandbox with Kris Krüg,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/08/creativity-in-the-age-of-ai-vancouver-ai-community-meetup-june-2024-highlights/,6251,creativity-in-the-age-of-ai-vancouver-ai-community-meetup-june-2024-highlights,Creativity in the Age of AI: Vancouver AI Community Meetup – June 2024 Highlights,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/19/fuck-the-status-quo-ais-messy-love-child-with-creativity/,6344,fuck-the-status-quo-ais-messy-love-child-with-creativity,Fuck the Status Quo: AI’s Messy Love Child with Creativity,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/27/digital-rebellion-w-lori-emersons-at-our-networks-2024/,6435,digital-rebellion-w-lori-emersons-at-our-networks-2024,Digital Rebellion w/ Lori Emerson’s at Our Networks 2024,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/28/small-file-rebellion-hacking-the-digital-carbon-footprint-at-our-networks-2024/,6453,small-file-rebellion-hacking-the-digital-carbon-footprint-at-our-networks-2024,Small File Rebellion: Hacking the Digital Carbon Footprint at Our Networks 2024,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/07/28/the-raw-truth-about-building-communities-that-actually-give-a-shit/,6470,the-raw-truth-about-building-communities-that-actually-give-a-shit,The Raw Truth About Building Communities That Actually Give a Shit,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/08/02/hacker-artists-revolutionizing-music-dance-w-ai-punk-quentin-nolot/,6517,hacker-artists-revolutionizing-music-dance-w-ai-punk-quentin-nolot,Hacker Artists Revolutionizing Music & Dance w/ AI Punk Quentin Nolot,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/08/04/ai-meetup-mayhem-stickers-startups-and-squamish-songs/,6554,ai-meetup-mayhem-stickers-startups-and-squamish-songs,"AI Meetup Mayhem: Stickers, Startups, and Squamish Songs!",4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/08/09/ai-and-music-the-digital-renaissance-you-didnt-see-coming/,6552,ai-and-music-the-digital-renaissance-you-didnt-see-coming,AI and Music: The Digital Renaissance You Didn’t See Coming,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/08/12/llms-and-beyond-reframing-the-future-of-artificial-intelligence/,6670,llms-and-beyond-reframing-the-future-of-artificial-intelligence,LLMs and Beyond: Reframing the Future of Artificial Intelligence,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/08/22/web-summit-vancouver-2025-and-how-you-can-shape-it/,6727,web-summit-vancouver-2025-and-how-you-can-shape-it,Web Summit Vancouver 2025 And How You Can Shape It,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/09/01/august-vancouver-ai-community-meetup-recap-hackers-hustlers-heretics/,6815,august-vancouver-ai-community-meetup-recap-hackers-hustlers-heretics,"August Vancouver AI Community Meetup Recap – Hackers, Hustlers & Heretics",4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/09/05/ai-upgrade-for-creatives-professor-peter-and-the-the-pirate-king/,6896,ai-upgrade-for-creatives-professor-peter-and-the-the-pirate-king,AI Upgrade for Creatives – Professor Peter and KK the Pirate King,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/09/05/the-outsiders-insider-guide-to-web-summit-vancouver/,6901,the-outsiders-insider-guide-to-web-summit-vancouver,The Outsider’s Insider Guide to Web Summit Vancouver,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/09/11/the-human-algorithm-enya-learning-keynote/,6937,the-human-algorithm-enya-learning-keynote,The Human Algorithm: Enya Learning Keynote,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/09/12/ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty/,6988,ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty,AI for the People: Why Open-Source is the Future of Tech Sovereignty,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/10/15/indigenous-innovation-in-technology-and-the-future-of-indigenous-economies/,7250,indigenous-innovation-in-technology-and-the-future-of-indigenous-economies,Indigenous Innovation in Technology and the Future of Indigenous Economies,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/10/28/kicking-ass-in-2025-a-techartists-guide-to-creative-survival/,7322,kicking-ass-in-2025-a-techartists-guide-to-creative-survival,Kicking Ass in 2025: A Techartist’s Guide to Creative Survival,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/11/14/indigenomics-now-2024-redefining-the-future-of-indigenous-economic-and-digital-sovereignty-through-ai/,7450,indigenomics-now-2024-redefining-the-future-of-indigenous-economic-and-digital-sovereignty-through-ai,Redefining the Future of Indigenous Economic Sovereignty through AI,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/11/19/paddling-together-a-future-built-on-connection-creativity-and-community/,7411,paddling-together-a-future-built-on-connection-creativity-and-community,"Paddling Together: A Future Built on Connection, Creativity, and Community",4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
batch-0,https://kriskrug.co/2024/11/22/great-creative-reckoning-a-techartists-manifesto-on-generative-artificial-intelligence/,6322,great-creative-reckoning-a-techartists-manifesto-on-generative-artificial-intelligence,Great Creative Reckoning: A Techartist’s Manifesto on Generative Artificial Intelligence.,4-archive-sample,,tr,https://www.facebook.com/tr?id=1720755522050230&ev=PageView&noscript=1,,missing-attr,decorative-tracking-pixel,tracking-pixel-snippet,,,,no,"high (add alt="""", decorative)",
